SIMAN Run Controller.

0.0 Seconds>
                                      ARENA Simulation Results
                                                user

                                  Summary for Replication 1 of 10

Project: Assembly line                                               Run execution date : 9/20/2025
Analyst: FATIHA                                                      Model revision date: 9/20/2025

Replication ended at time      : 600.0 Seconds 
Base Time Units: Seconds

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
Process 9 Accum Wait Cost                   .00000    
Process 15 Accum VA Cost                    5.6503    
Process 14 Accum VA Cost                    14.573    
Process 13 Accum VA Cost                    3.8459    
Process 12 Accum VA Cost                    2.0927    
Process 11 Accum VA Cost                    15.312    
Process 10 Accum VA Cost                    36.862    
Process 9 Total Accum Time                  302.17    
Process 6 Accum Wait Time                   1894.1    
Process 7 Number Out                        18.000    
Process 6 Number Out                        19.000    
Process 5 Accum VA Cost                     10.917    
Process 3 Total Accum Cost                  5.9274    
Process 1 Total Accum Time                  836.49    
Process 15 Accum VA Time                    290.59    
Process 14 Accum VA Time                    262.33    
Process 13 Accum VA Time                    138.45    
Process 12 Accum VA Time                    107.62    
Process 11 Accum VA Time                    275.62    
Process 10 Accum VA Time                    442.35    
Process 3 Accum VA Cost                     5.9274    
Process 5 Total Accum Cost                  10.917    
Process 2 Accum VA Time                     575.73    
Process 8 Total Accum Cost                  3.3042    
Process 13 Number Out                       10.000    
Process 3 Accum VA Time                     213.38    
Process 7 Total Accum Cost                  6.7628    
Process 1 Accum VA Time                     561.50    
Process 3 Total Accum Time                  213.38    
Process 7 Number In                         18.000    
Process 5 Number In                         33.000    
Process 15 Accum Wait Time                  13.331    
Process 14 Accum Wait Time                  .11231    
Process 13 Accum Wait Time                  .00000    
Process 12 Accum Wait Time                  .00000    
Process 11 Accum Wait Time                  .00000    
Process 10 Accum Wait Time                  744.19    
Process 4 Number In                         34.000    
Process 8 Accum VA Cost                     3.3042    
Process 5 Accum Wait Cost                   .00000    
Process 3 Accum Wait Cost                   .00000    
Process 4 Accum VA Time                     398.70    
Process 4 Accum VA Cost                     11.075    
Process 1 Accum VA Cost                     10.918    
Process 9 Accum VA Time                     298.12    
Process 4 Total Accum Cost                  11.075    
Process 8 Number Out                        18.000    
Process 1 Accum Wait Cost                   .00000    
Process 3 Number Out                        34.000    
Process 6 Total Accum Time                  2430.4    
Process 9 Number Out                        17.000    
Process 6 Accum VA Cost                     29.790    
Process 15 Total Accum Cost                 5.6503    
Process 14 Total Accum Cost                 14.573    
Process 13 Total Accum Cost                 3.8459    
Process 12 Total Accum Cost                 2.0927    
Process 11 Total Accum Cost                 15.312    
Process 10 Total Accum Cost                 36.862    
Process 6 Accum Wait Cost                   .00000    
Process 15 Number In                        9.0000    
Process 14 Number In                        10.000    
Process 13 Number In                        10.000    
Process 12 Number In                        10.000    
Process 11 Number In                        11.000    
Process 10 Number In                        17.000    
Process 2 Accum Wait Cost                   .00000    
Process 1 Total Accum Cost                  10.918    
Process 1 Number Out                        46.000    
Process 4 Total Accum Time                  398.81    
Entity 1.NumberIn                           47.000    
Entity 1.NumberOut                          8.0000    
Operator 15.NumberSeized                    10.000    
Operator 15.ScheduledUtilization            .46052    
Operator 15.BusyCost                        7.2869    
Operator 15.IdleCost                        .00000    
Operator 15.UsageCost                       .00000    
Operator 14.NumberSeized                    10.000    
Operator 14.ScheduledUtilization            .23076    
Operator 14.BusyCost                        3.8459    
Operator 14.IdleCost                        .00000    
Operator 14.UsageCost                       .00000    
Operator 16.NumberSeized                    10.000    
Operator 16.ScheduledUtilization            .46052    
Operator 16.BusyCost                        7.2869    
Operator 16.IdleCost                        .00000    
Operator 16.UsageCost                       .00000    
Operator 11.NumberSeized                    12.000    
Operator 11.ScheduledUtilization            .76984    
Operator 11.BusyCost                        12.287    
Operator 11.IdleCost                        .00000    
Operator 11.UsageCost                       .00000    
Operator 10.NumberSeized                    12.000    
Operator 10.ScheduledUtilization            .76984    
Operator 10.BusyCost                        12.287    
Operator 10.IdleCost                        .00000    
Operator 10.UsageCost                       .00000    
Operator 13.NumberSeized                    11.000    
Operator 13.ScheduledUtilization            .49029    
Operator 13.BusyCost                        7.6562    
Operator 13.IdleCost                        .00000    
Operator 13.UsageCost                       .00000    
Operator 12.NumberSeized                    11.000    
Operator 12.ScheduledUtilization            .49029    
Operator 12.BusyCost                        7.6562    
Operator 12.IdleCost                        .00000    
Operator 12.UsageCost                       .00000    
Helper 1.NumberSeized                       47.000    
Helper 1.ScheduledUtilization               .94982    
Helper 1.BusyCost                           10.918    
Helper 1.IdleCost                           .00000    
Helper 1.UsageCost                          .00000    
Helper 3.NumberSeized                       10.000    
Helper 3.ScheduledUtilization               .17938    
Helper 3.BusyCost                           2.0927    
Helper 3.IdleCost                           .00000    
Helper 3.UsageCost                          .00000    
Helper 2.NumberSeized                       18.000    
Helper 2.ScheduledUtilization               .50516    
Helper 2.BusyCost                           5.7968    
Helper 2.IdleCost                           .00000    
Helper 2.UsageCost                          .00000    
Helper 4.NumberSeized                       9.0000    
Helper 4.ScheduledUtilization               .50755    
